date,open,high,low,close,volume,headline,positive,negative,neutral
2016-09-29,1362.34,1376.34,1352.4,1353.38,6217636,flipkart consider stake video stream service hotstar,0.06010504,0.012216429,0.9276785
2016-09-30,1356.6,1393.42,1355.06,1379.7,9807925,trade wind keep blow potentially put barrier rally chance,0.21974863,0.5316691,0.24858224
2016-10-03,1372.0,1447.46,1372.0,1436.82,15344490,sun trust continue see upside potential netflix q,0.86830187,0.07496721,0.05673095
2016-10-04,1444.66,1462.16,1426.04,1432.76,12143104,imax talk stream service netflix release movies business insider report,0.027429648,0.0468306,0.9257397
2016-10-05,1449.0,1497.58,1448.0214,1487.92,12942880,mike khouw see unusual options activity netflix,0.022909464,0.74981385,0.22727662
2016-10-06,1469.58,1476.58,1454.32,1470.98,6587738,netflix share premarket recently break technical level guggenheim earlier raise price target stock,0.7194321,0.16613325,0.114434674
2016-10-07,1455.72,1491.0,1449.7014,1467.48,8659518,guggenheim raise netflix price target firm say investments keep netflix quality content creation unique believe upgrade user experience consumer products development support share appreciation,0.80470264,0.008466972,0.18683043
2016-10-10,1444.52,1463.42,1438.64,1446.62,6699653,biggest price target change wednesday,0.06907417,0.07259859,0.8583272
2016-10-11,1432.34,1440.6,1398.04,1408.26,9032854,stock market appear focus us china tariff news us canada continue talk,0.04936823,0.024906527,0.9257252
2016-10-12,1412.32,1434.58,1389.08,1393.0,7426504,guggenheim netflix subscriber penetration outpace street expectations,0.93379986,0.01729954,0.048900645
2016-10-13,1372.14,1407.0,1366.82,1403.22,8319333,amc plan reanimate walk dead years,0.07614407,0.028045204,0.8958107
2016-10-14,1422.26,1429.386,1404.9,1420.58,9531056,facebook netflix p big sector shakeup explain,0.019932078,0.6879775,0.29209042
2016-10-17,1407.0,1410.22,1377.32,1397.2,26589483,benzinga bull bear week amazon caterpillar costco netflix,0.061323132,0.025123168,0.91355366
2016-10-18,1632.82,1677.48,1631.0,1663.06,42168221,infographic millennials give moviegoing boost,0.20838678,0.020331983,0.7712813
2016-10-19,1655.5,1714.3,1652.0,1706.18,21981734,market see saw ride see likely continue,0.07600306,0.26506737,0.6589295
2016-10-20,1707.58,1732.5,1694.84,1726.9,14492827,nomura case add square fang trade,0.058919758,0.051092803,0.88998747
2016-10-21,1715.0,1789.9,1712.34,1785.0,18832428,netflix say track exceed half billion dollar investment netflix canada,0.27254385,0.016338484,0.7111177
2016-10-24,1783.88,1810.06,1766.1,1782.62,15980674,wall street await main earn season trade tesla appear focus,0.07389192,0.083951116,0.842157
2016-10-25,1771.28,1792.84,1760.5,1771.14,8253941,stream service best original content,0.05575933,0.037090458,0.90715015
2016-10-26,1768.06,1802.08,1760.5,1777.58,8602407,hear netflix develop slate specials viewers choose next storyline tv episode movie share unaffected,0.042824477,0.021486146,0.9356894
2016-10-27,1784.02,1794.52,1763.02,1770.58,6914182,amazon subsidiary imbd expect announce free ad support video service amazon fire tv users week,0.10325772,0.009514767,0.8872275
2016-10-28,1765.12,1805.02,1764.1652,1771.98,7077252,update amazon reportedly discussions least three major media company bring program new fire tv service,0.13277183,0.01071877,0.85650945
2016-10-31,1775.9,1776.6,1741.6,1748.18,6517512,hbo end year run box say sport longer subscription driver,0.24790777,0.0117146475,0.74037755
2016-11-01,1749.72,1761.62,1705.2,1726.2,6978621,netflix media stock look like back favor,0.069697775,0.021835873,0.9084664
2016-11-02,1719.62,1736.98,1705.62,1712.76,4816526,netflix develop series film base chronicle narnia franchise,0.06766327,0.023546565,0.90879023
2016-11-03,1712.34,1732.08,1705.76,1709.96,5041321,growth value etfs look debut communication service,0.2229404,0.0077821338,0.7692775
2016-11-04,1708.0,1728.02,1702.68,1708.42,5077719,europe move forward content quotas netflix amazon engadget,0.08585282,0.017597295,0.89654994
2016-11-07,1739.64,1760.5,1727.18,1744.12,5827126,hudson pacific properties lease hollywood office tower netflix,0.033563316,0.021725759,0.9447109
2016-11-08,1737.68,1761.34,1725.08,1740.76,4690756,todd gordon bearish netflix options trade,0.0361876,0.57797974,0.38583273
2016-11-09,1705.76,1731.1,1692.0554,1710.66,7705673,altria cbs ibm netflix fast money pick october,0.101115465,0.017374603,0.8815099
2016-11-10,1718.64,1721.58,1591.8,1615.88,19718703,next fang stock recent weakness,0.029480113,0.05901226,0.9115076
2016-11-11,1608.6,1632.82,1583.54,1606.92,11080251,reason buy iqiyi netflix china accord jefferies,0.080657445,0.012856861,0.90648574
2016-11-14,1606.5,1622.6,1549.52,1587.32,9932379,imperial capital bullish stance netflix unchanged ahead print,0.19714798,0.07507204,0.72778004
2016-11-15,1603.7,1629.74,1583.274,1590.26,7445094,netflix choose new mexico new us video production hub san francisco chronicle report,0.044493288,0.027788356,0.9277183
2016-11-16,1581.44,1625.68,1565.34,1612.66,5933728,walmart look enhance vudu metro goldwyn mayer deal,0.10424763,0.012388073,0.8833643
2016-11-17,1611.82,1635.34,1589.84,1610.42,6232744,investors seem fret rise yield global economic growth,0.10678222,0.7012384,0.19197935
2016-11-18,1620.22,1629.88,1589.14,1612.94,6746783,spotify new netflix yes say mkm partner,0.107558765,0.013274995,0.87916625
2016-11-21,1626.8,1662.08,1626.66,1651.44,7064528,rate watch yield still drive action inflation data roll,0.12722312,0.39540422,0.47737265
2016-11-22,1656.48,1672.44,1637.72,1652.56,7007188,dow fall point hours market rout continue,0.03850244,0.8142061,0.14729142
2016-11-23,1648.64,1664.46,1642.34,1647.66,4521314,dan deming options trade ahead netflix earn,0.06130195,0.040406074,0.898292
2016-11-25,1646.96,1657.46,1640.52,1643.74,1616260,wednesday wash comeback might store rat ease data support,0.17594795,0.25644162,0.5676104
2016-11-28,1638.7,1646.68,1619.94,1637.02,5278861,netflix sugar enter multi year film deal,0.2044296,0.009884294,0.78568614
2016-11-29,1642.2,1668.52,1639.8424,1645.14,7082264,citigroup upgrade netflix buy neutral,0.11089352,0.012500106,0.8766064
2016-11-30,1666.0,1685.18,1629.4782,1638.0,7715103,stifel nicolaus maintain buy netflix lower price target,0.2563643,0.02413169,0.719504
2016-12-01,1645.28,1661.52,1595.3,1641.08,8636943,citigroup upgrade netflix buy,0.050458815,0.015391943,0.93414927
2016-12-02,1634.5,1693.72,1634.5,1691.34,8953590,benzinga top upgrade downgrade october,0.019110804,0.8905957,0.090293504
2016-12-05,1690.22,1690.5,1657.6,1668.24,7626283,biggest price target change friday,0.080678254,0.082193814,0.8371279
2016-12-06,1681.4,1747.06,1671.88,1743.98,11513209,citi may say buy dip netflix,0.029567558,0.057418525,0.9130139
2016-12-07,1742.72,1760.5,1725.5,1755.46,8204687,share tech stock move higher market rebound mid week low strength could relate rotation back growth name netflix nvidia salesforce pay pal apple vmware,0.42003688,0.24398762,0.3359755
2016-12-08,1755.6,1768.9,1710.24,1725.36,8987712,stock move friday mid day session,0.03544527,0.12823214,0.83632255
2016-12-09,1732.92,1740.2,1704.22,1720.32,4700783,netflix pop citi upgrade cycle point way,0.23372556,0.013792481,0.7524819
2016-12-12,1719.76,1736.42,1712.2,1719.62,3917605,midterms stock market potential winners losers come election,0.057452146,0.5094638,0.43308404
2016-12-13,1729.14,1751.26,1718.9326,1732.92,5564509,barron pick pan apple dell netflix well fargo,0.6207376,0.038289357,0.3409731
2016-12-14,1728.02,1741.6,1715.0,1728.16,6110273,bull bear week ge netflix nike twitter,0.03968645,0.063990034,0.89632356
2016-12-15,1728.16,1784.02,1721.3,1750.0,7376184,raymond jam lower netflix price target,0.5653164,0.098056234,0.33662742
2016-12-16,1769.46,1773.52,1736.14,1739.08,7867975,biggest movers yesterday,0.11599465,0.02681731,0.857188
2016-12-19,1740.2,1770.16,1720.18,1756.3,4867276,goldman sachs maintain buy netflix lower price target,0.29445022,0.024197558,0.6813522
2016-12-20,1756.44,1768.2,1744.96,1751.68,3937812,new week begin market still seem play amid host earn,0.29632947,0.06713761,0.63653296
2016-12-21,1757.42,1788.3208,1750.0,1771.0,6514793,biggest price target change monday,0.08026237,0.08022601,0.8395116
2016-12-22,1775.76,1785.0,1752.52,1758.12,4161410,fang weakness drag new communication service etfs,0.045629114,0.89018464,0.06418617
2016-12-23,1758.54,1767.92,1751.12,1758.26,2010382,netflix share trade analysts goldman sachs raymond jam lower price target stock,0.8767883,0.06940121,0.05381046
2016-12-27,1767.36,1806.7,1759.8,1796.9,5288164,netflix earn preview subscriber number story,0.34339023,0.019886738,0.63672304
2016-12-28,1806.98,1806.98,1760.64,1762.46,4389162,week ahead earn season canada decriminalize cannabis,0.046610177,0.3833511,0.57003874
2016-12-29,1763.3,1765.96,1738.8,1754.62,3445056,millennials baby boomers react market volatility,0.05667446,0.051790502,0.891535
2016-12-30,1767.36,1771.98,1730.4,1733.2,4455351,goldman sachs morgan stanley report earn tomorrow amid wobbly market,0.2368412,0.62373006,0.1394287
2017-01-03,1749.44,1794.66,1740.34,1784.86,9437856,netflix earn ahead analysts focus subscriber number miss,0.20898339,0.04314764,0.74786896
2017-01-04,1784.86,1822.38,1771.7,1811.74,7843559,benzinga pro top search tickers afternoon mon oct,0.03851988,0.024655273,0.93682486
2017-01-05,1809.08,1858.5,1804.6,1845.34,10185516,hottest stock october,0.034166325,0.04567358,0.92016006
2017-01-06,1849.12,1874.32,1817.34,1834.98,10657878,fintech lender deck spin saa company build small business loan products bank,0.12364893,0.008414351,0.8679367
2017-01-09,1840.72,1847.86,1818.46,1833.3,5771835,earn schedule october,0.022412496,0.059796713,0.91779083
2017-01-10,1837.78,1851.08,1810.06,1818.46,5985809,stock watch october,0.021182418,0.06617764,0.91264
2017-01-11,1832.74,1841.0,1809.465,1827.0,5615061,bank earn rescue market see green strong result,0.7438055,0.0701989,0.18599561
2017-01-12,1828.82,1831.9,1799.0,1808.52,5388880,netflix option alert fri call sweep near ask vs oi earn close ref,0.09223722,0.09956264,0.8082001
2017-01-13,1836.1,1875.02,1828.12,1871.8,10515015,benzinga pro top search tickers afternoon tues oct,0.0447937,0.04561017,0.9095961
2017-01-17,1890.56,1895.6,1849.26,1860.46,12220202,netflix expect report earn close bell co historically issue report et,0.029778555,0.036306463,0.93391496
2017-01-18,1864.94,1871.1,1834.84,1865.64,16168617,netflix eps beat estimate adj ebitda sales miss estimate,0.09114189,0.8368084,0.0720498
2017-01-19,1988.14,2008.44,1935.5,1937.74,23203441,netflix see eps compare est sales vs est,0.07772488,0.12515391,0.79712117
2017-01-20,1951.04,1971.06,1927.24,1940.4,9497394,netflix total stream net additions us stream net add int stream net add,0.056787036,0.022471234,0.92074174
2017-01-23,1941.1,1952.86,1922.34,1923.46,7433896,netflix see total stream net additions,0.05243474,0.017168963,0.9303964
2017-01-24,1933.54,1973.02,1918.42,1961.54,7754673,netflix share follow mix earn report expectation guidance,0.05422943,0.015353615,0.930417
2017-01-25,1971.2,1979.46,1946.7,1953.28,7612888,netflix reaffirm fy operate margin guidance lower end range,0.06836577,0.17262784,0.7590063
2017-01-26,1966.3,1976.94,1939.14,1945.44,6038313,netflix see operate margin fall,0.11612346,0.055920053,0.82795656
2017-01-27,1952.44,1994.86,1946.0,1994.3,8323866,update netflix highlight expect sequential decline operate margin amid time content spend higher mix original film,0.008012437,0.96408373,0.027903937
2017-01-30,1984.78,1987.538,1943.2,1977.08,8122481,netflix soar big earn beat,0.4544867,0.14779739,0.39771602
2017-01-31,1967.7,1985.62,1955.8,1969.94,4411631,qiyi share indicate share hours follow favorable reaction netflix mix earn report,0.9040631,0.017082006,0.078854896
2017-02-01,1976.8,1993.74,1950.2,1970.92,6033422,facebook share hours follow netflix earn subsequent move higher nflx amazon apple google share unchanged,0.08351232,0.027660897,0.88882685
2017-02-02,1968.54,1974.56,1946.7,1948.8,3462370,hottest stock october,0.034166325,0.04567358,0.92016006
2017-02-03,1953.14,1968.96,1947.4,1963.5,3512568,stock move tuesday hours session,0.0209894,0.10081049,0.8782001
2017-02-06,1960.0,1974.0,1948.24,1973.58,3552066,netflix share follow earn company beat eps estimate slightly miss sales,0.82461095,0.08008659,0.09530249
2017-02-07,1980.86,2019.92,1974.7,2016.0,8573515,tube many users tuesday night,0.17666525,0.38988712,0.43344766
2017-02-08,2009.98,2030.98,1995.84,2026.36,6887050,stock watch october,0.021182418,0.06617764,0.91264
2017-02-09,2029.72,2031.26,2010.12,2017.96,4555119,key banc downgrade netflix sector weight,0.031811282,0.7890815,0.17910717
2017-02-10,2025.52,2034.2,2015.58,2027.48,6171936,peek market us stock futures ahead fee minutes,0.1911153,0.1287966,0.6800881
2017-02-13,2032.66,2043.3,2002.7,2004.8,4790435,qiyi share trade higher netflix report stronger expect third quarter earn result qiyi run service similar netflix chinese market,0.9407717,0.022861509,0.036366858
2017-02-14,2004.8,2017.54,1960.7,1971.48,8367786,netflix share trade higher company report eps beat consensus estimate revenue inline consensus estimate netflix add new stream subscribers quarter,0.924935,0.027986055,0.04707899
2017-02-15,1970.08,1994.02,1967.14,1991.78,5309050,canaccord genuity maintain buy netflix raise price target,0.1447316,0.017184949,0.8380835
2017-02-16,1993.88,1994.16,1974.98,1988.14,2847496,bmo capital maintain outperform netflix raise price target,0.68482053,0.28172693,0.03345254
2017-02-17,1984.5,2000.6,1977.78,1991.08,4588073,citigroup maintain buy netflix raise price target,0.2294547,0.021064136,0.7494812
2017-02-21,2001.86,2007.32,1985.34,1996.4,3571481,stock move wednesday pre market session,0.023191074,0.12821287,0.84859604
2017-02-22,2000.88,2016.0,1990.38,2014.04,3481968,buckingham maintain underperform netflix raise price target,0.16021253,0.7339808,0.10580673
2017-02-23,2022.3,2022.86,1981.28,1998.92,4667978,key banc downgrade netflix cite need stronger revenue growth,0.92987025,0.03134731,0.038782503
2017-02-24,1986.32,2009.84,1981.7,2005.5,3302714,raymond jam maintain outperform netflix raise price target,0.6014881,0.3505236,0.047988266
2017-02-27,2003.68,2014.88,1993.32,2007.74,3907377,benzinga top upgrade downgrade october,0.019110804,0.8905957,0.090293504
2017-02-28,2006.2,2009.98,1985.9,1989.82,38622,biggest price target change wednesday,0.06907417,0.07259859,0.8583272
2017-03-01,1999.76,2005.64,1989.4,1997.1,41706,bask glow netflix result tuesday rally pressure seem possible,0.299461,0.64078027,0.059758693
2017-03-02,1990.1,1997.8,1947.26,1953.42,6119945,mid morning market update market open lower abbott laboratories post line earn,0.034694895,0.6993157,0.26598936
2017-03-03,1955.66,1972.74,1935.64,1947.96,5401104,street react netflix q,0.08901396,0.051262703,0.8597234
2017-03-06,1974.0,1999.76,1967.56,1987.16,7116118,mid day market update crude oil tv therapeutics share spike higher,0.8634133,0.061002556,0.075584136
2017-03-07,1987.86,1993.6,1965.32,1980.02,4241037,stock move wednesday mid day session,0.034614302,0.28399605,0.6813897
2017-03-08,1980.58,1988.84,1956.78,1964.48,4092550,benzinga pro top search tickers afternoon wed oct,0.047148284,0.0258744,0.92697734
2017-03-09,1960.56,1977.36,1956.36,1967.42,2652740,hottest stock october,0.034166325,0.04567358,0.92016006
2017-03-10,1979.46,1985.2,1963.92,1972.46,3318464,biggest movers yesterday,0.11599465,0.02681731,0.857188
2017-03-13,1972.6,2011.94,1964.48,2009.28,4922432,fab stock important rally,0.06190981,0.12803595,0.81005424
2017-03-14,2001.3,2006.34,1983.8,2004.66,4660294,netflix tell employees brace wsj investigation company culture,0.019354478,0.08827122,0.89237434
2017-03-15,2018.8,2037.28,2005.22,2033.5,5987198,downgrade netflix outlook lower positive stable,0.0729374,0.6074003,0.3196623
2017-03-16,2037.0,2051.0,2019.08,2021.46,5286456,wedbush add apple best ideas list see opportunity phone upgrade next year,0.08015223,0.015303646,0.9045441
2017-03-17,2016.7,2040.64,2007.6,2031.54,6281316,bull bear week apple disney ford home depot,0.042380627,0.093863875,0.86375546
2017-03-20,2036.3,2047.5,2024.12,2041.62,3421046,netflix report senior note offer,0.02601853,0.05626867,0.9177128
2017-03-21,2054.5,2067.8,1989.4,1993.88,7669753,hear lead underwriters netflix euro tranches bond offer say offer launch wider price talk,0.19540021,0.019404264,0.7851955
2017-03-22,1995.56,2013.2,1970.64,1997.1,6486893,netflix price senior note due senior note due,0.025379399,0.09159406,0.88302654
2017-03-23,1989.96,2000.46,1977.64,1985.76,3712625,podcast faang stock spotlight earn season trudge along,0.2867658,0.058817916,0.6544162
2017-03-24,1993.04,1999.2,1982.12,1988.28,3546599,use pivot point trade,0.02539421,0.053879574,0.92072624
2017-03-27,1971.62,2021.46,1960.0,2016.84,4771650,netflix roku share appear unaffected follow information article apple launch tv subscription service globally,0.040733222,0.013899674,0.9453671
2017-03-28,2017.4,2045.54,2014.88,2032.38,4638003,spotify recent weakness change morgan stanley bullish tune,0.11340578,0.80622154,0.080372676
2017-03-29,2037.0,2060.52,2028.74,2050.58,3855031,loup venture find phoneless experiment free frustrate,0.11240389,0.020790618,0.8668055
2017-03-30,2055.34,2076.06,2051.42,2072.84,4461068,netflix radical transparency blunt fire unsettle rank wsj,0.03972119,0.79066247,0.16961631
2017-03-31,2072.0,2075.22,2062.62,2069.34,3888237,amazon netflix apple dominate among teens,0.12076484,0.012628666,0.86660653
2017-04-03,2053.8,2072.14,2040.36,2056.88,4609336,stock rally look poise falter amazon alphabet result disappoint,0.0543632,0.84668654,0.098950304
2017-04-04,2055.76,2059.26,2028.46,2037.0,4368919,bull bear week caterpillar bay intel morgan stanley,0.030394146,0.061927285,0.90767854
2017-04-05,2046.66,2047.5,2005.64,2010.68,4607636,snap share mon morning weekend article techcrunch cash strap snapchat sell netflix,0.05425408,0.053521242,0.89222467
2017-04-06,2016.0,2017.96,2002.14,2012.36,3312410,latest tech wreck send market lower p nasdaq close correction territory,0.04346853,0.91380405,0.042727325
2017-04-07,2013.06,2014.46,1997.94,2003.54,3032571,analysts stay bullish qiyi print investors unhappy lower ad revenue,0.029802006,0.94867396,0.021524008
2017-04-10,2002.56,2025.1,1976.94,2013.9,5807440,netflix screen roma weeks ahead stream,0.04376747,0.030764665,0.92546785
2017-04-11,2019.92,2023.56,1987.72,2020.9,4621451,music stock watch,0.026344037,0.042474464,0.9311815
2017-04-12,2027.9,2040.36,2009.7,2013.62,4386954,buckingham upgrade netflix buy raise price target,0.17160434,0.014207328,0.8141883
2017-04-13,2019.5,2023.7,1998.64,2000.88,3685789,benzinga top upgrade downgrade november,0.019718222,0.90388685,0.076394916
2017-04-17,2022.02,2062.48,2022.02,2061.5,16364743,biggest price target change monday,0.08026237,0.08022601,0.8395116
2017-04-18,2062.76,2063.6,1960.0,2007.04,19670975,bearish bullish buckingham upgrade netflix,0.2854867,0.058782086,0.6557312
2017-04-19,2007.18,2016.0,1941.24,1956.64,12395064,stake investments midterms,0.02253218,0.056564875,0.9209029
2017-04-20,1964.2,1985.2,1949.78,1976.52,7248180,long wait election day dawn market light pressure,0.062000174,0.04253382,0.89546597
2017-04-21,1979.46,2002.42,1972.6,2000.18,6824786,tariff drug price legislative gridlock economists watch follow midterm election,0.031066703,0.3992616,0.5696717
2017-04-24,2010.54,2023.0,2007.6,2013.62,4792928,several net neutrality sensitive stock sharply higher wed us house shift toward democrats could positive net neutrality landscape amazon share netflix roku,0.35389504,0.5778461,0.06825881
2017-04-25,2064.44,2149.28,2047.08,2130.24,20578697,several net neutrality sensitive stock sharply higher today us house shift toward democrats could positive net neutrality landscape amazon share netflix roku,0.55082804,0.3597525,0.08941941
2017-04-26,2121.42,2130.1,2084.6,2102.38,9196892,netflix chief content officer ted sarandos say plan introduce new original productions asia,0.14941847,0.0099016065,0.84067994
2017-04-27,2108.4,2148.86,2090.2,2143.12,7643227,disney new netflix rival call disney plus launch late cnbc,0.033067442,0.033011712,0.93392086
2017-04-28,2137.94,2141.58,2113.16,2130.8,6311736,everything know disney stream service,0.02922117,0.021897068,0.94888175
2017-05-01,2126.74,2207.8,2122.54,2174.9,8964849,street weigh disney q earn espn stream among highlight,0.12327811,0.018457225,0.8582646
2017-05-02,2180.64,2191.0,2164.54,2190.3,4983533,netflix share trade competitor disney provide additional detail stand alone stream service disney earn call last night,0.057445053,0.015979974,0.926575
2017-05-03,2188.06,2191.56,2168.32,2178.26,3864199,citron andrew leave say netflix short position among fang,0.05101237,0.102800615,0.846187
2017-05-04,2178.26,2210.6,2163.7,2201.5,5345797,day selloff earn trade news seem offer lift,0.18789123,0.2511198,0.56098896
2017-05-05,2219.7,2220.26,2182.6,2192.4,5316045,legacy stan lee marvel comics mastermind box office gold,0.065433346,0.080504335,0.8540623
2017-05-08,2191.7,2206.96,2174.2,2189.32,4780919,netflix test mobile subscription make service affordable tech crunch,0.26684847,0.008130389,0.7250212
2017-05-09,2185.4,2209.9,2183.58,2204.44,3886416,moderate inflation positive retail earn offer lift back forth market,0.82025784,0.027358867,0.15238322
2017-05-10,2209.48,2255.4,2191.84,2243.92,6834094,citron andrew leave cnbc highlight currently short netflix,0.016513744,0.7261805,0.25730577
2017-05-11,2244.62,2247.28,2205.7,2219.56,5534257,viacom paramount say sign multi picture film deal netflix,0.13419724,0.01433939,0.8514634
2017-05-12,2227.54,2251.76,2219.14,2251.34,5069936,several tech tech relate stock move lower despite company specific news move may link report apple cut phone production order well sell overall market,0.019152176,0.9543359,0.026511852
2017-05-15,2243.5,2264.92,2236.64,2240.28,4931529,tech share retailer earn roil market continue sell,0.36563247,0.12695844,0.5074091
2017-05-16,2247.0,2256.52,2230.62,2231.74,3366344,report amazon make play disney regional sport network,0.032677498,0.032988008,0.93433446
2017-05-17,2213.26,2222.92,2142.0,2144.8,8042402,perspective recent meltdown faang stock,0.029943366,0.6386389,0.33141777
2017-05-18,2150.54,2196.46,2145.36,2179.8,6249052,netflix form file ceo reed hastings show exec exercise options expiration jan share sell share open market hastings share netflix however hastings trust options share,0.029149635,0.03473103,0.93611926
2017-05-19,2186.1,2212.7,2182.74,2198.28,4050649,netflix unveil slate original animate content roald dahl story universe,0.04262288,0.02403586,0.93334126
2017-05-22,2210.04,2220.4,2190.02,2200.24,3720885,tube unit alphabet inc google say aim make future original program ad support say strategy shift follow global user advertiser demand,0.09294847,0.010651994,0.8963995
2017-05-23,2208.5,2216.34,2195.2,2211.3,3333727,analyst fang stock growth fundamentals remain relatively strong,0.9499339,0.017926125,0.032139905
2017-05-24,2216.9,2218.72,2200.38,2208.5,2963515,powell step stage weekend china talk wait wing,0.04106108,0.045374434,0.9135645
2017-05-25,2254.0,2297.4,2247.7,2282.7,8467678,netflix ramp productions europe financial time,0.032437976,0.032312617,0.9352494
2017-05-26,2279.76,2282.7,2255.68,2274.02,4804219,netflix share trade higher amid report company plan boost original content europe,0.9505456,0.020371867,0.029082505
2017-05-30,2290.4,2306.5,2277.94,2285.08,4791959,tiger woods discovery strike content partnership,0.028340733,0.02990196,0.9417573
2017-05-31,2290.54,2296.0,2250.36,2282.98,5251201,jim cramer give opinion netflix kraft heinz,0.038098145,0.02798432,0.9339175
2017-06-01,2289.28,2295.02,2263.8,2281.86,3869808,netflix chief content officer conference say look sport become next best place spend case today,0.22176486,0.009061678,0.76917344
2017-06-02,2287.88,2315.04,2279.2,2312.52,4217679,netflix conference call say chance co get china last year,0.13469742,0.013363363,0.85193926
2017-06-05,2316.86,2317.0,2288.02,2310.84,3830296,netflix renew friends rerun deal,0.05165464,0.03591888,0.9124265
2017-06-06,2309.3,2335.48,2303.14,2312.38,4325459,netflix friends fan another year,0.09215047,0.044062342,0.8637872
2017-06-07,2318.4,2329.6,2301.74,2318.54,3285592,netflix option alert jan call sweep near ask vs oi earn close est ref,0.058047436,0.1529049,0.78904766
2017-06-08,2325.68,2336.18,2307.76,2322.32,3666393,short sellers take hit us market bounce back,0.20669915,0.33075342,0.46254745
2017-06-09,2327.78,2327.78,2163.0,2212.42,10255110,bullish view new sector etf,0.13500881,0.02207721,0.8429139
2017-06-12,2174.2,2177.42,2076.34,2120.16,14045559,uk parliament leak facebook email suggest anti competitive inclinations,0.03069483,0.72194487,0.24736033
2017-06-13,2161.32,2179.52,2101.82,2138.08,8379437,faang stock bear territory still good bet long term investors,0.5980016,0.03281404,0.36918435
2017-06-14,2160.76,2178.68,2103.92,2130.8,6364572,correction deutsche bank initiate netflix morning bloomberg report stock initiate sell rat dz bank however yet able confirm initiation dz bank,0.023687875,0.122549504,0.8537626
